#,id,typ,icrs_ra_h,icrs_ra_m,icrs_ra_s,icrs_dec_d,icrs_dec_m,icrs_dec_s,fk5_ra_h,fk5_ra_m,fk5_ra_s,fk5_dec_d,fk5_dec_m,fk5_dec_s,fk4_ra_h,fk4_ra_m,fk4_ra_s,fk4_dec_d,fk4_dec_m,fk4_dec_s,gal_ra,gal_dec,pm_ra,pm_dec,plx,Umag,Bmag,Vmag,Rmag,Gmag,Imag,spec.type
3713,* 42 Cet A,*,01,19,48.2963715528,-00,30,32.493508056,01,19,48.2978853011,-00,30,32.491744492,01,17,14.7645938281,-00,46,15.943245385,138.4514822947859,-62.5229275596842,8.025,-11.703,7.78,~,7.49,6.45,~,6.131,~,G9III-IV
3714,HD 8779,PM*,01,26,27.3469188696,-00,23,56.516227080,01,26,27.3484353900,-00,23,56.515097114,01,23,53.6522679272,-00,39,29.445738865,141.8346138979844,-61.9787849910122,49.000,-18.830,4.90,~,7.684,6.426,~,6.042,~,K1III
3715,* 61 Cet,SB*,02,03,48.1635791160,-00,20,24.873842976,02,03,48.1650971733,-00,20,24.876273296,02,01,14.4080450354,-00,34,45.053436914,158.8843076674701,-58.0687086204450,83.085,-45.554,9.66,~,6.806,5.942,~,5.717,~,G5IIIb+F5:IV
3716,* 63 Cet,HB*,02,11,35.8349680056,-01,49,31.536924240,02,11,35.8364486696,-01,49,31.540092613,02,09,03.3415952375,-02,03,34.513864181,163.5172116552670,-58.2338798719620,-11.171,-31.922,8.62,~,6.903,5.933,~,5.680,~,K0III
3717,* 70 Cet,PM*,02,22,12.3954850848,-00,53,05.473534776,02,22,12.3969896329,-00,53,05.477701682,02,19,39.3798040457,-01,06,41.827600047,166.4028416616522,-55.8977851607444,-18.815,-46.892,12.82,~,5.725,5.421,~,5.344,~,F0/2V
3718,* 75 Cet,HB*,02,32,09.4224095904,-01,02,05.616571164,02,32,09.4239106294,-01,02,05.621666515,02,29,36.5677871359,-01,15,16.895992916,169.9441625662119,-54.4416033132255,-23.268,-30.987,12.17,~,6.366,5.358,10.0,5.093,~,K1III
3719,* 84 Cet,**,02,41,13.99720,-00,41,44.3845,02,41,13.99871,-00,41,44.3904,02,38,40.12724,-00,54,25.8885,172.42114734,-52.68111309,216.51,-129.33,44.27,~,6.23,5.71,~,~,~,F7V
3720,HD 202259,V*,21,14,37.0489556472,+00,05,32.120170836,21,14,37.0504832723,+00,05,32.140148488,21,12,03.1445399367,-00,06,55.943468592,051.2243054860094,-31.3192474842131,35.471,-13.260,3.45,~,8.03,6.39,~,5.660,~,M1-III
3721,HD 204041,PM*,21,25,51.5848015320,+00,32,03.634403820,21,25,51.5863343523,+00,32,03.653919655,21,23,17.9547234745,+00,19,02.413952404,053.4728870650952,-33.4380507180387,49.508,14.387,13.99,~,6.593,6.450,~,6.426,~,A1Vb
3722,* d Aqr,PM*,21,39,33.2671925016,+02,14,36.819344148,21,39,33.2687480157,+02,14,36.838234109,21,37,01.0337073122,+02,01,04.314566757,057.5363961518435,-35.2782036660898,-30.179,-83.636,13.22,~,6.136,5.100,~,4.817,~,K0III
3723,* 26 Aqr,*,21,42,10.1125326360,+01,17,06.914950836,21,42,10.1140761439,+01,17,06.933713592,21,39,37.1291909337,+01,03,24.085762542,057.0488662663339,-36.3685143713409,-3.918,-8.350,3.10,~,7.102,5.641,~,5.171,~,K2(III)
3724,* 28 Aqr,*,22,01,05.0152650096,+00,36,16.984805040,22,01,05.0168006606,+00,36,17.002575701,21,58,31.5014812509,+00,21,49.969244147,059.9515927400608,-40.5709121888483,6.765,-10.993,5.38,~,6.887,5.597,~,5.209,~,K2III
3725,* pi. Aqr,Be*,22,25,16.6228499,+01,22,38.634579,22,25,16.6243999,+01,22,38.650905,22,22,43.3843017,+01,07,22.896189,066.0067275055,-44.7394374784,17.83,2.41,4.17,3.64,4.60,4.64,4.48,4.526,4.48,B1III-IVe
3726,* 3 Psc,*,23,00,37.9069813584,+00,11,09.109726800,23,00,37.9085116811,+00,11,09.123620673,22,58,04.0297575737,-00,04,59.043655155,074.1073122122305,-51.8591943730410,37.098,15.387,4.78,~,7.109,6.224,~,5.997,~,G8/K0III
3727,* 1 Psc,*,22,54,59.4854027112,+01,03,53.649607140,22,54,59.4869498968,+01,03,53.663912809,22,52,25.9612593688,+00,47,52.778316196,073.3912646495704,-50.2597191206842,19.283,4.642,9.07,~,6.31,6.11,~,6.076,~,A3IV
3728,* 2 Psc,PM*,22,59,27.4537431360,+00,57,46.528226028,22,59,27.4552886651,+00,57,46.542206332,22,56,53.6495340757,+00,41,43.935727538,074.5890576731814,-51.0846305474545,87.828,-68.611,11.75,~,6.421,5.426,~,5.180,~,K0III
3729,HD 218103,*,23,05,17.6330599776,+01,18,25.656541236,23,05,17.6346127844,+01,18,25.670088372,23,02,44.0796676676,+01,02,14.214594493,076.7203978018597,-51.7782637148555,34.593,-21.432,8.54,~,7.338,6.388,~,6.150,~,G8/K0III/IV
3730,HD 220406,PM*,23,23,31.9452166944,+00,17,28.779896076,23,23,31.9467495328,+00,17,28.792034254,23,20,57.9776980769,+00,00,59.406829200,081.7255241861030,-55.3853161339453,68.942,13.256,3.18,~,7.96,6.34,~,5.674,~,K4III
3731,* 9 Psc,PM*,23,27,14.7930085872,+01,07,21.385351128,23,27,14.7945592927,+01,07,21.397192668,23,24,41.0383736284,+00,50,51.792242760,083.8997358406145,-55.2368212037040,47.368,-32.957,7.62,8.07,7.27,6.25,~,5.994,~,K0/1III
3732,* kap Psc,a2*,23,26,55.9558721856,+01,15,20.177913204,23,26,55.9574257161,+01,15,20.189779940,23,24,22.0939404175,+00,58,53.940357310,083.9164670468160,-55.0826952506720,87.005,-95.945,20.32,4.94,4.98,4.94,4.87,4.916,4.90,A2VpSrCrSi
3733,* 16 Psc,SB*,23,36,23.2846433400,+02,06,07.997904288,23,36,23.2862161564,+02,06,08.009002634,23,33,50.1182866388,+01,49,28.578359712,088.2265542486076,-55.6291197286064,-105.325,61.073,30.68,6.04,6.12,5.68,~,5.562,~,F6V
3734,* 15 Psc,PM*,23,35,28.5783998712,+01,18,47.295104292,23,35,28.5799552894,+01,18,47.306277576,23,32,55.1239120095,+01,02,12.610208338,087.1545129092881,-56.1890553669693,-47.242,-24.864,9.41,~,7.615,6.463,~,6.150,~,K0III
3735,* lam Psc,PM*,23,42,02.8061182,+01,46,48.148410,23,42,02.8076845,+01,46,48.159039,23,39,29.6339577,+01,30,17.142686,090.1448892122,-56.6086251950,-129.70,-154.80,30.59,4.79,4.72,4.51,4.33,4.404,4.23,A7V
3736,V* XZ Psc,LP*,23,54,46.6242053,+00,06,33.518590,23,54,46.6257345,+00,06,33.528141,23,52,12.9909657,-00,10,07.670672,094.0597901364,-59.5481848693,-39.57,-13.77,5.12,8.71,7.20,5.61,~,4.222,~,M5III
3737,HD 223346,*,23,48,49.3661205096,+02,12,51.893384976,23,48,49.3676972714,+02,12,51.903444290,23,46,15.7008392505,+01,56,12.838916037,093.2545213407997,-57.0051289852401,9.646,-34.672,17.44,~,6.910,6.457,~,6.357,~,F5V
3738,* 21 Psc,*,23,49,27.4741918224,+01,04,34.064491296,23,49,27.4757428591,+01,04,34.074496717,23,46,53.7752131667,+00,47,54.492744109,092.5744181993803,-58.0949707185598,-2.788,-27.400,10.64,~,5.93,5.70,~,5.741,~,A3III
3739,* 25 Psc,*,23,53,04.7607733320,+02,05,26.218579920,23,53,04.7623477371,+02,05,26.228276599,23,50,31.0222313703,+01,48,45.080988228,094.9331511636853,-57.5737727400774,16.707,-9.801,7.86,~,6.275,6.280,~,6.287,~,B9.5V
3740,HD 1367,PM*,00,17,47.6985124032,+01,41,19.427084376,00,17,47.7000794528,+01,41,19.434613369,00,15,13.5016849651,+01,24,39.242701138,105.8948951818365,-60.0654665048340,91.418,10.188,8.81,~,7.126,6.176,~,5.947,~,K0III
3741,* 44 Psc,**,00,25,24.2083631904,+01,56,22.892930016,00,25,24.2099367843,+01,56,22.899772895,00,22,50.2754537643,+01,39,46.804938455,109.7294261587110,-60.2629954302302,-14.685,-12.777,5.49,~,6.616,5.770,~,5.553,~,G8III
3742,* 26 Cet,PM*,01,03,49.0282115952,+01,22,00.650124984,01,03,49.0297726764,+01,22,00.653404543,01,01,14.4738409208,+01,05,57.458735327,129.3953412934394,-61.3494500761955,122.797,-40.391,16.85,~,6.318,6.065,~,6.041,~,A8IV
3743,* 33 Cet,Pu*,01,10,33.5530414848,+02,26,44.427624072,01,10,33.5546300025,+02,26,44.430265854,01,07,59.0167075246,+02,10,48.273009445,132.5376672309375,-60.0689685313243,-7.089,-13.694,4.19,~,7.435,5.942,~,5.404,~,K4/5III
3744,HD 8334,PM*,01,22,36.9533894880,+01,43,34.798237140,01,22,36.9549600190,+01,43,34.799733067,01,20,02.3303057156,+01,27,57.184515038,138.7531785636678,-60.1841963099789,66.154,-44.473,3.65,~,7.723,6.201,~,5.612,~,K5III
3745,* 60 Cet,PM*,02,03,11.6503068984,+00,07,42.629435904,02,03,11.6518368177,+00,07,42.627063337,02,00,37.6378091032,-00,06,42.265099791,158.1822574476192,-57.7465953723422,76.813,21.653,10.73,~,5.579,5.423,~,5.409,~,A3IV
3746,HD 12923,SB*,02,06,29.3093426424,+00,02,07.237717980,02,06,29.3108702022,+00,02,07.235032988,02,03,55.4347080553,-00,12,10.017217721,159.5825502024010,-57.3956959064675,52.246,16.847,5.18,~,7.192,6.295,~,6.068,~,G8III
3747,* 69 Cet,V*,02,21,56.6276398416,+00,23,44.420597916,02,21,56.6291764004,+00,23,44.416455645,02,19,22.7272642265,+00,10,05.425005428,164.9481184499746,-54.9169201669198,-11.656,-7.553,3.84,~,6.921,5.287,~,4.453,~,M1/2III
3748,HD 15633,PM*,02,30,45.2032450872,+00,15,20.706778080,02,30,45.2047780957,+00,15,20.701813158,02,28,11.5217345671,+00,02,06.708955985,168.0756455672278,-53.6759301272698,-51.227,-51.617,11.59,~,6.169,5.990,~,5.978,~,A3V
3749,* del Cet,bC*,02,39,28.95579,+00,19,42.6345,02,39,28.95732,+00,19,42.6288,02,36,55.00042,+00,06,49.9328,170.76405985,-52.21158706,12.85,-2.94,5.02,2.97,3.85,4.07,~,3.985,~,B2IV
3750,HD 200964,PM*,21,06,39.8422794792,+03,48,11.226709188,21,06,39.8438426170,+03,48,11.246984590,21,04,08.7319205709,+03,36,03.495934470,053.5647796929281,-27.6355444947309,94.748,50.418,13.77,~,7.379,6.487,~,6.249,~,G8IV
3751,HD 200661,*,21,04,41.6405221320,+02,56,32.187369732,21,04,41.6420763996,+02,56,32.207715126,21,02,10.1285687656,+02,44,32.661045686,052.4474407507613,-27.6944248646724,13.336,5.800,7.59,~,7.469,6.413,~,6.127,~,K0III
3752,HD 201507,PM*,21,09,58.2645083084,+02,56,37.309591367,21,09,58.2660641879,+02,56,37.329745910,21,07,26.5780796964,+02,44,21.656408690,053.2653428040679,-28.7975006036799,48.902,10.883,15.25,~,6.800,6.430,~,6.354,~,F2V
3753,HD 200663,PM*,21,04,45.3756004752,+02,16,11.205607728,21,04,45.3771484413,+02,16,11.225950933,21,02,13.0402124248,+02,04,15.238242421,051.8168255142328,-28.0709795021172,96.259,-68.658,7.96,~,7.303,6.349,~,6.079,~,G8III/IV
3754,* 11 Peg,*,21,47,13.9621165992,+02,41,10.041016236,21,47,13.9636797711,+02,41,10.059525633,21,44,41.8196467179,+02,27,14.522126109,059.3843775452822,-36.5565623856139,6.939,-3.361,6.49,~,5.627,5.624,~,5.617,~,A0V
3755,* 34 Peg,SB*,22,26,37.3705884794,+04,23,37.605589572,22,26,37.3721902671,+04,23,37.621830129,22,24,04.5699553136,+04,08,17.255502139,069.3856583904348,-42.9301792198301,307.781,47.533,24.90,~,6.37,5.81,5.4,5.612,~,F7V
3756,* 35 Peg,PM*,22,27,51.5231162634,+04,41,44.404460456,22,27,51.5247237133,+04,41,44.420621695,22,25,19.6085718850,+04,26,39.565797859,069.9745913195873,-42.9395686608284,77.903,-306.244,21.07,6.74,5.86,4.80,4.02,4.471,3.46,K1-III-IV
3757,* 37 Peg A,PM*,22,29,57.931788,+04,25,54.09724,22,29,57.933392,+04,25,54.11326,22,27,26.213966,+04,10,37.61809,070.223158127,-43.498612887,-30.7,-145.9,~,~,6.09,5.70,~,~,~,F8(V)
3758,HD 217019,PM*,22,57,32.8043313816,+03,48,36.871702956,22,57,32.8059322690,+03,48,36.885823123,22,54,59.9853684668,+03,32,31.509223455,076.9144184045189,-48.6170539490942,68.211,32.095,8.10,~,7.426,6.282,~,5.982,~,K1III
3759,HD 217459,PM*,23,00,42.9003626352,+03,00,42.494882868,23,00,42.9019486161,+03,00,42.508770602,22,58,09.9925166387,+02,44,39.211167302,077.0604049348479,-49.7366679209935,4.849,-83.811,7.33,~,7.204,5.848,~,5.416,~,K2/3III
3760,HD 217590,PM*,23,01,43.5806363952,+03,31,51.275490204,23,01,43.5822328748,+03,31,51.289303182,22,59,10.7255635282,+03,15,45.298920628,077.8703671800739,-49.4962456446702,31.444,-52.807,7.77,~,7.43,6.45,~,6.192,~,G8III
3761,* bet Psc,Be*,23,03,52.6134921,+03,49,12.166213,23,03,52.6150949,+03,49,12.179866,23,01,19.8719180,+03,33,01.668124,078.7942394127,-49.6067865688,11.76,-9.85,7.99,3.90,4.40,4.52,4.54,4.501,4.67,B6Ve
3762,* gam Psc,PM*,23,17,09.9374911,+03,16,56.237975,23,17,09.9390861,+03,16,56.250614,23,14,34.3359727,+03,00,31.630184,082.4825260038,-52.0273543601,759.82,17.77,23.64,5.20,4.62,3.70,2.98,3.449,2.47,G9III:Fe-2
3763,* 7 Psc,PM*,23,20,20.5830465120,+05,22,52.708387620,23,20,20.5846864435,+05,22,52.720777984,23,17,47.6415744960,+05,06,29.391181879,085.4210867651414,-50.7348072199475,78.811,-59.761,9.09,~,6.262,5.069,~,4.648,~,K1IV
3764,* 19 Psc,C*,23,46,23.5164473376,+03,29,12.519049272,23,46,23.5180525042,+03,29,12.529314129,23,43,50.1124149360,+03,12,33.598663588,093.2840724019465,-55.5954829303474,-32.086,-24.545,4.09,10.95,7.62,5.02,3.19,3.861,1.82,C-N6
3765,* 22 Psc,*,23,51,57.8388691200,+02,55,49.391157252,23,51,57.8404625677,+02,55,49.400949282,23,49,24.1538990673,+02,39,08.661580226,095.1118497661421,-56.6943336572935,15.881,-14.136,3.78,~,7.108,5.554,~,4.991,~,K4IIIBa1
3766,HD 3457,PM*,00,37,30.4915906848,+03,08,07.268196480,00,37,30.4931944656,+03,08,07.273932557,00,34,55.8772388461,+02,51,40.476620324,116.0582911920209,-59.5503607713072,90.951,-59.732,5.09,~,7.770,6.407,~,5.953,~,K3III
3767,HD 4928,PM*,00,51,18.3239793695,+03,23,06.089651549,00,51,18.3255905148,+03,23,06.094106738,00,48,43.6668444062,+03,06,50.999018186,122.8667929035967,-59.4867059235327,23.102,-68.063,6.68,~,7.449,6.368,~,6.108,~,G8/K0II/III
3768,HD 4628,PM*,00,48,22.9759750919,+05,16,50.209484954,00,48,22.9776334044,+05,16,50.214212961,00,45,45.4568774562,+05,01,26.082315831,121.5131884923215,-57.5827180691598,755.894,-1141.719,134.49,7.22,6.64,5.74,4.99,5.468,4.52,K2.5V
3769,* f Psc,PM*,01,17,47.9564553482,+03,36,52.088733702,01,17,47.9580737962,+03,36,52.090688070,01,15,13.0281333933,+03,21,06.246415887,135.6339415248004,-58.6056452448243,-47.972,-21.861,13.17,~,5.210,5.137,~,5.123,~,A1V
3770,HD 11037,*,01,48,26.0194155048,+03,41,07.618785792,01,48,26.0210360437,+03,41,07.617818172,01,45,50.4192787144,+03,26,11.920033798,149.1742467727150,-56.2545764602520,-7.933,19.223,8.83,~,6.894,5.904,~,5.655,~,K0III
3771,* ksi Psc,SB*,01,53,33.3369902664,+03,11,15.117021888,01,53,33.3385979941,+03,11,15.115565994,01,50,57.7925872218,+02,56,29.433702883,151.6380331841240,-56.1826587426227,32.687,25.146,16.66,~,5.552,4.604,~,4.351,~,G8.5IIIb
3772,* alf Psc B,*,02,02,02.702254,+02,45,49.72064,02,02,02.703851,+02,45,49.71838,01,59,27.259841,+02,31,23.91174,155.350216114,-55.599770051,41.8,-11.0,~,~,5.389,5.135,~,5.067,~,kA2hF2mF2(IV)
3773,HD 13546,*,02,12,15.7685578200,+02,44,43.990604412,02,12,15.7701536773,+02,44,43.987373175,02,09,40.3087076163,+02,30,40.304956842,159.2089645136624,-54.3324181698874,15.064,12.973,7.23,~,7.55,6.49,~,6.213,~,K0/1III
3774,HD 15694,*,02,31,30.0954126240,+02,16,01.858512468,02,31,30.0969954958,+02,16,01.853477999,02,28,54.7357710118,+02,02,47.716143322,166.2507726473515,-51.9830683021650,23.055,-9.564,7.50,~,6.530,5.269,~,4.865,~,K2III
3775,HD 16467,**,02,38,36.8028553392,+03,26,35.526188220,02,38,36.8044667559,+03,26,35.520495477,02,36,00.4779945665,+03,13,39.844624559,167.3162648889286,-49.9616144391701,32.551,7.565,7.54,~,7.240,6.237,~,5.969,~,K0III
3776,* gam Cet B,PM*,02,43,17.972064,+03,14,11.30316,02,43,17.973670,+03,14,11.29704,02,40,42.336620,+03,01,36.42751,168.918217456,-49.382076260,-146,-145,~,~,6.61,6.12,6.1,~,~,F4V
3777,* gam Cet,**,02,43,18.03910,+03,14,08.9390,02,43,18.04070,+03,14,08.9328,02,40,42.40445,+03,01,34.1224,168.91919290,-49.38240151,-146.10,-146.12,40.97,3.63,3.56,3.47,3.36,~,3.32,A2Vn+F4V
3778,* 3 Equ,*,21,04,34.6516168392,+05,30,10.311674436,21,04,34.6531951746,+05,30,10.332023921,21,02,05.2330843564,+05,18,11.348123375,054.8281228846159,-26.2603044298221,13.115,0.752,2.66,~,7.277,5.585,~,4.984,~,K5III
3779,* alf Equ,SB*,21,15,49.4319197,+05,14,52.243012,21,15,49.4335017,+05,14,52.262942,21,13,19.4292441,+05,02,24.650602,056.3750328597,-28.7134675354,59.88,-94.09,17.14,~,4.446,3.933,~,3.695,~,G6IV+B9.5V
3780,HD 204603,*,21,29,34.4955715536,+06,34,52.961981052,21,29,34.4971767683,+06,34,52.981333893,21,27,05.3680022207,+06,21,42.480677864,059.9298699690934,-30.6982692916076,2.653,-3.809,5.24,~,7.60,6.41,~,6.082,~,K0
3781,* 3 Peg,PM*,21,37,43.6459822968,+06,37,06.209240304,21,37,43.6475932312,+06,37,06.228217712,21,35,14.1380666827,+06,23,34.251009902,061.4109162992527,-32.2812024639239,58.966,-2.096,11.57,~,6.211,6.177,~,6.188,6.13,A2V
3782,* 4 Peg,PM*,21,38,31.9404979608,+05,46,18.282456840,21,38,31.9420984855,+05,46,18.301395871,21,36,01.6462605011,+05,32,42.729692389,060.7633538923664,-32.9589618052219,113.377,28.978,19.05,~,5.915,5.656,~,5.602,~,A9IV-Vn
3783,* 7 Peg,V*,21,42,15.4512939768,+05,40,48.499632588,21,42,15.4528953530,+05,40,48.518390971,21,39,45.3507453858,+05,27,05.261530276,061.3587107123478,-33.7462148427857,10.855,-5.422,4.67,~,6.935,5.301,~,4.482,~,M2III
3784,HD 208110,HB*,21,53,57.7657361951,+06,51,53.297735149,21,53,57.7673608581,+06,51,53.315893879,21,51,27.9047669764,+06,37,41.268767490,064.7046452780711,-35.2501887832902,75.666,8.704,6.28,~,6.921,6.143,~,5.908,~,G0IIIs
3785,* nu. Peg,PM*,22,05,40.7509642224,+05,03,30.708590796,22,05,40.7525683237,+05,03,30.726101875,22,03,09.4237272116,+04,48,48.171355239,065.3688645029750,-38.6365425622074,102.069,101.416,12.44,8.08,6.28,4.84,3.77,4.335,3.01,K4III
3786,* 18 Peg,*,22,00,07.9250290512,+06,43,02.810180604,22,00,07.9266553941,+06,43,02.828004121,21,57,37.9929336257,+06,28,37.271647969,065.8010614846482,-36.5064095582422,16.209,0.531,2.17,5.31,5.88,6.00,~,5.967,~,B3III
3787,* tet Peg,PM*,22,10,11.9852752,+06,11,52.307750,22,10,11.9868993,+06,11,52.324999,22,07,40.5783733,+05,57,03.953604,067.4169927859,-38.7169849192,282.18,30.46,35.34,3.72,3.62,3.55,3.50,3.433,3.46,A1Va
3788,* 30 Peg,V*,22,20,27.5764091,+05,47,22.196705,22,20,27.5780319,+05,47,22.213334,22,17,56.5595870,+05,32,15.204939,069.3012695454,-40.8566889251,19.57,2.63,2.56,4.880,5.340,5.370,~,5.326,~,B5IV
3789,HD 217186,PM*,22,58,42.6248870592,+07,20,24.285935040,22,58,42.6265578942,+07,20,24.299970148,22,56,11.2373877407,+07,04,22.455272179,080.4970080089401,-46.0378223356182,-31.039,-66.201,9.83,~,6.385,6.340,~,6.333,~,A1V
3790,HD 217926,*,23,04,00.7794879768,+06,36,58.826891448,23,04,00.7811469387,+06,36,58.840534413,23,01,28.9769206747,+06,20,47.281418393,081.3996543807762,-47.4061562053718,-26.730,8.260,12.33,~,6.816,6.417,~,6.323,~,F2V
3791,* tet Psc,PM*,23,27,58.0946643849,+06,22,44.372303191,23,27,58.0963284739,+06,22,44.384086728,23,25,25.8072908920,+06,06,14.849475801,088.8044653611532,-50.8776777518441,-125.581,-43.229,19.24,6.41,5.38,4.30,3.50,3.985,2.97,K0.5III
3792,* iot Psc,PM*,23,39,57.0413764,+05,37,34.647529,23,39,57.0430280,+05,37,34.658333,23,37,22.6102949,+05,21,18.615662,092.4638291004,-52.9639890154,377.15,-437.43,72.92,4.640,4.620,4.120,3.68,3.999,3.37,F7V
3793,HD 222602,V*,23,41,56.6897957112,+07,15,01.974945852,23,41,56.6914845664,+07,15,01.985583737,23,39,23.7191903687,+06,58,25.310927693,094.3647843189502,-51.7248997740290,-27.486,-40.251,10.59,~,5.985,5.891,~,5.881,~,A3Vn
3794,* 26 Psc,*,23,55,07.7926417896,+07,04,15.496121280,23,55,07.7943313827,+07,04,15.505642065,23,52,34.1688310147,+06,47,34.542022413,099.1786305285793,-53.1840753062644,23.164,-18.510,8.23,~,6.153,6.209,~,6.211,~,B9V
3795,* 36 Psc,**,00,16,34.0418564136,+08,14,24.566106696,00,16,34.0435810489,+08,14,24.573745633,00,13,59.7468216201,+07,57,45.306262057,108.2773133706868,-53.6364765929304,-29.869,-14.949,7.35,~,7.042,6.121,~,5.911,~,G8II-III
3796,* d Psc,V*,00,20,35.8620291720,+08,11,24.978138072,00,20,35.8637538507,+08,11,24.985415248,00,18,01.3193229556,+07,54,45.813365066,109.9069286794143,-53.8997200553122,-4.213,9.698,7.06,~,6.733,5.370,~,4.945,~,K2.5III
3797,* 51 Psc,**,00,32,23.7789405384,+06,57,19.747317924,00,32,23.7806378659,+06,57,19.753523540,00,29,48.8490884023,+06,40,46.640662754,114.5464114914704,-55.6059301773081,26.415,1.593,10.16,~,5.663,5.679,~,5.680,~,B9.5V
3798,* 60 Psc,SB*,00,47,23.6337646464,+06,44,27.497493888,00,47,23.6354595046,+06,44,27.502314051,00,44,48.2978546378,+06,28,06.459404872,121.1308120806774,-56.1166329477616,9.338,-20.014,8.62,~,6.918,5.961,~,5.744,~,G8III
3799,* 62 Psc,PM*,00,48,17.4097456152,+07,17,59.749694340,00,48,17.4114547256,+07,17,59.754430995,00,45,41.5676666153,+07,01,38.276290965,121.5515225013715,-55.5633800966510,111.178,4.443,5.50,~,7.026,5.912,~,5.614,~,G8III
3800,* del Psc,PM*,00,48,40.94433,+07,35,06.2926,00,48,40.94605,+07,35,06.2973,00,46,05.11280,+07,18,47.8735,121.73296686,-55.28025147,83.10,-49.58,10.48,7.83,5.95,4.44,3.27,3.772,2.40,K5-III
3801,* 73 Psc,*,01,04,52.6379124432,+05,39,22.553042976,01,04,52.6395820594,+05,39,22.556222421,01,02,17.0132319308,+05,23,19.364546025,129.0881968866411,-57.0547521344346,29.332,-14.900,4.82,~,7.535,6.007,~,5.453,~,K5III
3802,* eps Psc,**,01,02,56.6086257,+07,53,24.485522,01,02,56.6103521,+07,53,24.488884,01,00,20.7028189,+07,37,17.005076,127.8874576526,-54.8708696106,-80.17,25.59,17.94,5.95,5.24,4.28,3.50,3.899,2.98,G9IIIbFe-2
3803,V* WW Psc,LP*,00,59,49.6871167920,+06,28,59.614071060,00,59,49.6888069053,+06,28,59.617726665,00,57,13.9809446470,+06,12,50.122296171,126.6927221222455,-56.3272427536599,21.045,-4.995,3.29,9.800,7.810,6.140,~,5.234,~,M2.5III
3804,* e Psc,PM*,01,08,22.2134340672,+05,38,59.462502070,01,08,22.2151038232,+05,38,59.465351200,01,05,47.5472371865,+05,23,09.524063890,130.6761259216238,-56.9670800519918,-284.710,-193.578,28.94,~,5.829,5.501,5.3,5.421,~,F2V
3805,* zet Psc A,PM*,01,13,43.8860023656,+07,34,31.295774820,01,13,43.8877219256,+07,34,31.298115697,01,11,06.9370809349,+07,18,41.327238691,132.5652230371970,-54.8788657840669,142.693,-53.051,24.46,~,5.45,5.19,5.0,5.156,~,A7IV
3806,* zet Psc B,SB*,01,13,45.2546962176,+07,34,41.680306272,01,13,45.2564158540,+07,34,41.682644983,01,11,08.3145942954,+07,18,51.764949425,132.5741835440075,-54.8751642303657,139.506,-53.490,24.69,~,6.55,6.10,~,6.175,~,F7V
3807,* 88 Psc,*,01,14,42.3919601904,+06,59,42.497437560,01,14,42.3936649019,+06,59,42.499685850,01,12,06.1479339632,+06,43,52.401374302,133.1402106998456,-55.4147400411410,-13.145,-23.615,7.13,~,7.122,6.022,~,5.760,~,G6III:
3808,* mu. Psc,PM*,01,30,11.1144367,+06,08,37.757690,01,30,11.1161203,+06,08,37.758464,01,27,33.7185664,+05,53,12.206117,140.0810401849,-55.4325101784,292.00,-45.95,10.73,7.75,6.22,4.84,3.78,4.257,3.04,K3III
3809,* nu. Psc,*,01,41,25.8939097,+05,29,15.406225,01,41,25.8955765,+05,29,15.405926,01,38,49.5652902,+05,14,07.122171,145.1176850242,-55.2160354645,-23.36,3.36,8.98,7.36,5.81,4.44,3.38,3.890,2.67,K3III
3810,* nu. Cet,*,02,35,52.4733897,+05,35,35.689846,02,35,52.4750547,+05,35,35.684406,02,33,14.8074554,+05,22,33.953178,164.4783222361,-48.6704409067,-26.51,-22.32,9.59,~,5.742,4.871,~,4.581,~,G8III
3811,HD 16647,*,02,40,15.6917904576,+06,06,43.020205848,02,40,15.6934676575,+06,06,43.014361310,02,37,37.2856738942,+05,53,52.329721787,165.3232915639752,-47.6020559062387,49.263,-1.218,25.48,~,6.63,6.26,~,6.155,~,F3V:
3812,HD 17163,PM*,02,45,20.9065590000,+04,42,41.874872616,02,45,20.9082007905,+04,42,41.868561512,02,42,43.3925657796,+04,30,07.585694211,168.0917130588082,-47.9194993901684,69.745,-40.828,20.37,~,6.347,6.031,~,5.980,~,A9/F0II/III
3813,V* EH Cet,LP*,02,57,04.5733907904,+04,30,03.690991836,02,57,04.5750255752,+04,30,03.683617299,02,54,27.1987286221,+04,18,00.866500516,171.5463004844544,-46.1739706030058,17.938,22.556,3.05,~,7.83,6.21,~,5.027,~,M2III
3814,HD 201298,*,21,08,28.1388540072,+06,59,21.694762644,21,08,28.1404492389,+06,59,21.714972605,21,05,59.9213313407,+06,47,10.865255375,056.8046694040618,-26.2175092043337,-10.643,2.479,2.86,~,7.87,6.18,~,5.349,~,K5III
